table id,name,phone number,Location,Emp. Group,Function,Gender ,Tenure,Tenure Grp.,Experience (YY.MM),Marital Status,Age in YY.,Hiring Source,Promoted/Non Promoted,Job Role Match,Stay/Left
834,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,26.1,Direct,Non Promoted,Yes,Stay
835,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,27.08,Direct,Non Promoted,No,Left
836,Shiv,9876544345,Noida,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,26.07,Direct,Non Promoted,No,Left
837,Shiv,9876544345,Noida,B1,Operation,Female,3,> 1 & < =3,3,Single,26.01,Direct,Non Promoted,Yes,Stay
838,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,3,Single,28.08,Direct,Promoted,Yes,Stay
839,Shiv,9876544345,Chennai,B1,Operation,Female,2.11,> 1 & < =3,2.11,Single,25.05,Direct,Non Promoted,Yes,Stay
840,Shiv,9876544345,Noida,B1,Operation,Female,2.11,> 1 & < =3,2.11,Single,26.04,Direct,Non Promoted,Yes,Stay
841,Shiv,9876544345,Hyderabad,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,28.09,Direct,Non Promoted,Yes,Stay
842,Shiv,9876544345,Noida,B2,Operation,Male,2.11,> 1 & < =3,8.11,Marr.,35.06,Direct,Non Promoted,Yes,Stay
843,Shiv,9876544345,Noida,B2,Operation,Male,2.1,> 1 & < =3,8.02,Marr.,30.02,Employee Referral,Non Promoted,Yes,Stay
844,Shiv,9876544345,Madurai,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,26.09,Direct,Non Promoted,No,Left
845,Shiv,9876544345,Chennai,B2,Operation,Male,2.11,> 1 & < =3,8.11,Marr.,31.04,Employee Referral,Non Promoted,Yes,Stay
846,Shiv,9876544345,Bangalore,B1,Operation,Female,2.11,> 1 & < =3,3.04,Marr.,25.01,Direct,Non Promoted,No,Left
847,Shiv,9876544345,Noida,B1,Operation,Male,2.11,> 1 & < =3,7.04,Marr.,30.05,Direct,Non Promoted,Yes,Stay
848,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,25.02,Direct,Non Promoted,Yes,Stay
849,Shiv,9876544345,Hyderabad,B1,Operation,Male,2.11,> 1 & < =3,3.07,Single,31.07,Direct,Non Promoted,Yes,Stay
850,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,9,Marr.,35.05,Direct,Promoted,Yes,Stay
851,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,5.11,Single,28.07,Agency,Promoted,No,Left
852,Shiv,9876544345,Noida,B2,Operation,Male,2.11,> 1 & < =3,6.03,Marr.,31,Direct,Non Promoted,Yes,Stay
853,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,5.11,Single,29.01,Direct,Non Promoted,Yes,Stay
854,Shiv,9876544345,Chennai,B2,Operation,Male,2.11,> 1 & < =3,8,Single,28.09,Agency,Non Promoted,Yes,Stay
855,Shiv,9876544345,Bangalore,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,25.02,Direct,Non Promoted,No,Left
856,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,5.07,Single,28.07,Direct,Promoted,No,Left
857,Shiv,9876544345,Bangalore,B1,Operation,Male,2.11,> 1 & < =3,6.05,Single,30.03,Direct,Promoted,No,Left
858,Shiv,9876544345,Noida,B2,Operation,Male,2.11,> 1 & < =3,11.03,Marr.,35.11,Direct,Promoted,No,Stay
859,Shiv,9876544345,Chennai,B1,Operation,Male,3,> 1 & < =3,6.02,Single,27.06,Employee Referral,Promoted,Yes,Stay
860,Shiv,9876544345,Chennai,B2,Operation,Male,2.11,> 1 & < =3,12.01,Single,30.07,Employee Referral,Promoted,Yes,Stay
861,Shiv,9876544345,Chennai,B1,Operation,Female,3,> 1 & < =3,5.04,Single,27.03,Direct,Promoted,Yes,Stay
862,Shiv,9876544345,Chennai,B2,Operation,Male,3,> 1 & < =3,8,Marr.,32.03,Agency,Promoted,No,Stay
863,Shiv,9876544345,Hyderabad,B1,Operation,Male,3,> 1 & < =3,7,Marr.,32.05,Agency,Promoted,No,Stay
864,Shiv,9876544345,Noida,B2,Operation,Male,3,> 1 & < =3,5.08,Single,30,Direct,Non Promoted,No,Left
865,Shiv,9876544345,Madurai,B2,Operation,Male,3,> 1 & < =3,8,Single,29.06,Direct,Promoted,Yes,Stay
866,Shiv,9876544345,Noida,B2,Operation,Male,3,> 1 & < =3,8.07,Marr.,34.07,Agency,Non Promoted,Yes,Stay
867,Shiv,9876544345,Bangalore,B2,Operation,Female,2.11,> 1 & < =3,7.07,Marr.,29.1,Agency,Non Promoted,No,Left
868,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,7,Marr.,32.09,Agency,Non Promoted,No,Left
869,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,3,Single,25.06,Direct,Promoted,Yes,Stay
870,Shiv,9876544345,Chennai,B1,Operation,Male,3,> 1 & < =3,6,Single,27.11,Direct,Promoted,Yes,Stay
871,Shiv,9876544345,Chennai,B1,Operation,Female,3,> 1 & < =3,7.06,Marr.,29.06,Direct,Promoted,Yes,Stay
872,Shiv,9876544345,Noida,B1,Operation,Male,3,> 1 & < =3,7.02,Marr.,28.06,Direct,Promoted,No,Stay
873,Shiv,9876544345,Bangalore,B1,Operation,Female,3,> 1 & < =3,7,Marr.,28.06,Direct,Promoted,No,Stay
874,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,4.05,Marr.,26.08,Direct,Promoted,No,Left
875,Shiv,9876544345,Pune,B1,Operation,Male,3,> 1 & < =3,5.02,Marr.,29.06,Agency,Promoted,No,Stay
876,Shiv,9876544345,Noida,B2,Operation,Female,3,> 1 & < =3,6.04,Marr.,29.05,Agency,Promoted,No,Stay
877,Shiv,9876544345,Noida,B2,Operation,Male,3,> 1 & < =3,7,Single,31.11,Agency,Promoted,Yes,Stay
878,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,5,Single,26.07,Direct,Promoted,Yes,Stay
879,Shiv,9876544345,Noida,B1,Operation,Male,3,> 1 & < =3,4.02,Single,27.04,Direct,Promoted,Yes,Stay
880,Shiv,9876544345,Chennai,B1,Operation,Male,0,< =1,3.07,Single,27.08,Direct,Non Promoted,No,Left
881,Shiv,9876544345,Bangalore,B1,Operation,Male,0.03,< =1,3.03,Single,28.03,Agency,Promoted,No,Left
882,Shiv,9876544345,Bangalore,B1,Operation,Female,0.04,< =1,2.04,Single,23.01,Direct,Promoted,No,Left
883,Shiv,9876544345,Chennai,B1,Operation,Female,0.04,< =1,3.07,Marr.,27.02,Agency,Promoted,No,Stay
884,Shiv,9876544345,Noida,B2,Support,Female,0.06,< =1,5.06,Marr.,29.03,Employee Referral,Non Promoted,Yes,Stay
885,Shiv,9876544345,Chennai,B1,Operation,Male,0.07,< =1,1.07,Single,22.07,Direct,Promoted,No,Left
886,Shiv,9876544345,Bangalore,B1,Operation,Male,0.1,< =1,5.04,Marr.,28.11,Agency,Promoted,No,Left
887,Rahul,9876544345,Bangalore,B1,Operation,Female,0.11,< =1,4,Single,22.08,Direct,Promoted,Yes,Stay
888,Rahul,9876544345,Noida,D2,Operation,Female,1.05,> 1 & < =3,6,Marr.,29.01,Direct,Promoted,Yes,Stay
889,Rahul,9876544345,Chennai,B1,Support,Male,1.07,> 1 & < =3,4.09,Single,27.11,Direct,Promoted,No,Left
890,Rahul,9876544345,Noida,B1,Operation,Male,1.08,> 1 & < =3,4.02,Single,27.01,Direct,Promoted,No,Left
891,Rahul,9876544345,Chennai,B1,Operation,Female,2,> 1 & < =3,2,Sep.,24.07,Direct,Promoted,No,Left
892,Rahul,9876544345,Madurai,B1,Operation,Male,0.08,< =1,3.08,Single,27.07,Direct,Promoted,Yes,Stay
893,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.06,< =1,3.06,Marr.,25.02,Direct,Promoted,No,Left
894,Rahul,9876544345,Hyderabad,B1,Operation,Female,0.06,< =1,,NTBD,30,Direct,Promoted,No,Stay
895,Rahul,9876544345,Vijayawada,B1,Operation,Male,0.03,< =1,0.03,Single,22.05,Direct,Non Promoted,No,Left
896,Rahul,9876544345,Vijayawada,B1,Operation,Male,0.03,< =1,0.03,Single,22.06,Direct,Non Promoted,,Stay
897,Rahul,9876544345,Vijayawada,B1,Operation,Male,0.03,< =1,0.03,Single,24.06,Direct,Non Promoted,Yes,Stay
898,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,21.09,Direct,Non Promoted,Yes,Stay
899,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,22.02,Direct,Non Promoted,Yes,Left
900,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,22.01,Direct,Non Promoted,,Left
901,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,22.02,Direct,Non Promoted,Yes,Stay
902,Rahul,9876544345,Madurai,B2,Operation,Male,0.02,< =1,10.02,Marr.,32.08,Direct,Non Promoted,No,Stay
